dt,AAPL,MSFT,TSLA,MCD,BK
2017-10-02 13:31:00+00:00,154.34,74.88,342.33,156.38,52.736
2017-10-02 13:32:00+00:00,154.07,74.832,341.48,156.66,52.686
2017-10-02 13:33:00+00:00,153.72,74.835,341.83,156.324,52.756
2017-10-02 13:34:00+00:00,153.69,74.89,341.24,156.66,52.726
2017-10-02 13:35:00+00:00,153.45,74.81,341.873,156.67,52.706
2017-10-02 13:36:00+00:00,153.86,74.905,341.782,156.52,52.656
2017-10-02 13:37:00+00:00,153.88,74.92,341.575,156.49,52.676
2017-10-02 13:38:00+00:00,153.72,74.89,340.25,156.44,52.696
2017-10-02 13:39:00+00:00,153.76,74.875,340.73,156.47,52.696
2017-10-02 13:40:00+00:00,153.94,74.87,340.5,156.53,52.696
2017-10-02 13:41:00+00:00,153.73,74.845,339.85,156.49,52.676
2017-10-02 13:42:00+00:00,153.8,74.87,339.0,156.43,52.676
2017-10-02 13:43:00+00:00,153.65,74.86,339.01,156.34,52.656
2017-10-02 13:44:00+00:00,153.8,74.925,338.882,156.38,52.706
2017-10-02 13:45:00+00:00,153.78,74.915,339.17,156.22,52.736
2017-10-02 13:46:00+00:00,153.61,74.88,337.985,156.37,52.736
2017-10-02 13:47:00+00:00,153.79,74.86,337.51,156.23,52.746
2017-10-02 13:48:00+00:00,153.681,74.85,337.4,156.31,52.796
2017-10-02 13:49:00+00:00,153.637,74.83,337.78,156.43,52.856
2017-10-02 13:50:00+00:00,153.57,74.855,337.729,156.56,52.865
2017-10-02 13:51:00+00:00,153.647,74.78,337.0,156.53,52.905
2017-10-02 13:52:00+00:00,153.61,74.702,336.08,156.45,52.885
2017-10-02 13:53:00+00:00,153.68,74.72,336.86,156.39,52.945
2017-10-02 13:54:00+00:00,153.64,74.73,336.892,156.38,52.935
2017-10-02 13:55:00+00:00,153.66,74.72,336.471,156.29,52.945
2017-10-02 13:56:00+00:00,153.812,74.72,336.192,156.21,52.88
2017-10-02 13:57:00+00:00,153.68,74.72,335.918,156.2,52.895
2017-10-02 13:58:00+00:00,153.76,74.725,336.27,156.19,52.895
2017-10-02 13:59:00+00:00,153.827,74.81,336.732,156.18,52.895
2017-10-02 14:00:00+00:00,153.93,74.88,336.74,156.24,52.856
2017-10-02 14:01:00+00:00,153.84,74.75,336.085,156.164,52.965
2017-10-02 14:02:00+00:00,153.89,74.76,336.918,156.05,52.994
2017-10-02 14:03:00+00:00,153.801,74.71,336.632,156.05,52.975
2017-10-02 14:04:00+00:00,153.81,74.72,336.14,156.07,52.995
2017-10-02 14:05:00+00:00,153.8,74.765,336.28,156.11,52.975
2017-10-02 14:06:00+00:00,153.83,74.795,336.45,156.1,52.955
2017-10-02 14:07:00+00:00,153.83,74.785,336.59,156.16,52.935
2017-10-02 14:08:00+00:00,153.84,74.815,337.12,156.26,52.951
2017-10-02 14:09:00+00:00,153.77,74.82,337.0,156.32,52.935
2017-10-02 14:10:00+00:00,153.66,74.814,337.17,156.35,52.935
2017-10-02 14:11:00+00:00,153.65,74.825,337.24,156.29,52.935
2017-10-02 14:12:00+00:00,153.57,74.845,336.69,156.2,52.919
2017-10-02 14:13:00+00:00,153.57,74.847,336.55,156.23,52.93
2017-10-02 14:14:00+00:00,153.55,74.875,336.9,156.26,52.935
2017-10-02 14:15:00+00:00,153.54,74.895,336.935,156.51,52.93
2017-10-02 14:16:00+00:00,153.64,74.947,337.34,156.49,52.944
2017-10-02 14:17:00+00:00,153.71,74.99,337.4,156.5,52.965
2017-10-02 14:18:00+00:00,153.665,74.985,337.14,156.39,52.935
2017-10-02 14:19:00+00:00,153.68,74.95,336.85,156.44,52.965
2017-10-02 14:20:00+00:00,153.645,74.98,336.62,156.4,53.015
2017-10-02 14:21:00+00:00,153.57,74.955,336.958,156.42,53.055
2017-10-02 14:22:00+00:00,153.53,74.95,336.7,156.43,53.065
2017-10-02 14:23:00+00:00,153.6,74.995,337.06,156.33,53.065
2017-10-02 14:24:00+00:00,153.57,74.96,337.4,156.39,53.045
2017-10-02 14:25:00+00:00,153.61,75.0,338.123,156.45,53.025
2017-10-02 14:26:00+00:00,153.66,74.945,338.15,156.46,52.995
2017-10-02 14:27:00+00:00,153.601,74.92,338.12,156.41,53.025
2017-10-02 14:28:00+00:00,153.59,74.92,338.58,156.38,52.935
2017-10-02 14:29:00+00:00,153.62,74.93,338.363,156.44,52.915
2017-10-02 14:30:00+00:00,153.64,74.93,338.25,156.36,52.915
2017-10-02 14:31:00+00:00,153.66,74.92,338.64,156.33,52.875
2017-10-02 14:32:00+00:00,153.708,74.91,338.45,156.206,52.9
2017-10-02 14:33:00+00:00,153.74,74.945,338.4,156.15,52.875
2017-10-02 14:34:00+00:00,153.76,74.965,337.633,156.2,52.865
2017-10-02 14:35:00+00:00,153.67,74.96,337.79,156.17,52.865
2017-10-02 14:36:00+00:00,153.741,74.96,337.81,156.131,52.895
2017-10-02 14:37:00+00:00,153.73,74.96,337.76,156.21,52.905
2017-10-02 14:38:00+00:00,153.81,74.965,337.948,156.27,52.846
2017-10-02 14:39:00+00:00,153.74,74.96,338.128,156.27,52.865
2017-10-02 14:40:00+00:00,153.785,74.911,338.14,156.38,52.915
2017-10-02 14:41:00+00:00,153.73,74.895,338.396,156.56,52.875
2017-10-02 14:42:00+00:00,153.69,74.85,338.39,156.52,52.856
2017-10-02 14:43:00+00:00,153.6,74.865,338.6,156.55,52.875
2017-10-02 14:44:00+00:00,153.71,74.9,338.72,156.59,52.856
2017-10-02 14:45:00+00:00,153.71,74.914,338.623,156.6,52.865
2017-10-02 14:46:00+00:00,153.83,74.958,338.633,156.69,52.826
2017-10-02 14:47:00+00:00,153.81,74.97,338.713,156.7,52.836
2017-10-02 14:48:00+00:00,153.813,74.985,339.1,156.601,52.836
2017-10-02 14:49:00+00:00,153.81,74.97,339.016,156.65,52.846
2017-10-02 14:50:00+00:00,153.81,74.97,339.136,156.759,52.826
2017-10-02 14:51:00+00:00,153.75,74.95,338.98,156.68,52.826
2017-10-02 14:52:00+00:00,153.75,74.94,338.607,156.65,52.826
2017-10-02 14:53:00+00:00,153.73,74.935,338.236,156.6,52.846
2017-10-02 14:54:00+00:00,153.69,74.925,338.1,156.61,52.836
2017-10-02 14:55:00+00:00,153.765,74.925,338.49,156.61,52.836
2017-10-02 14:56:00+00:00,153.76,74.95,338.44,156.65,52.846
2017-10-02 14:57:00+00:00,153.795,74.934,338.5,156.64,52.865
2017-10-02 14:58:00+00:00,153.78,74.93,338.77,156.7,52.865
2017-10-02 14:59:00+00:00,153.77,74.895,338.625,156.645,52.865
2017-10-02 15:00:00+00:00,153.769,74.89,338.88,156.5,52.885
2017-10-02 15:01:00+00:00,153.81,74.885,338.785,156.51,52.925
2017-10-02 15:02:00+00:00,153.759,74.865,338.74,156.5,52.93
2017-10-02 15:03:00+00:00,153.733,74.84,338.23,156.45,52.931
2017-10-02 15:04:00+00:00,153.775,74.82,338.4,156.461,52.965
2017-10-02 15:05:00+00:00,153.82,74.85,338.684,156.43,52.952
2017-10-02 15:06:00+00:00,153.83,74.903,339.07,156.45,52.96
2017-10-02 15:07:00+00:00,153.83,74.91,339.132,156.54,52.955
2017-10-02 15:08:00+00:00,153.84,74.905,339.03,156.626,52.935
2017-10-02 15:09:00+00:00,153.82,74.905,338.755,156.553,52.94
2017-10-02 15:10:00+00:00,153.73,74.9,338.814,156.62,52.935
2017-10-02 15:11:00+00:00,153.75,74.91,339.004,156.61,52.945
2017-10-02 15:12:00+00:00,153.8,74.92,339.116,156.63,52.935
2017-10-02 15:13:00+00:00,153.86,74.94,339.705,156.62,52.965
2017-10-02 15:14:00+00:00,153.86,74.95,339.519,156.56,52.975
2017-10-02 15:15:00+00:00,153.83,74.94,339.246,156.56,52.99
2017-10-02 15:16:00+00:00,153.839,74.953,339.387,156.53,52.965
2017-10-02 15:17:00+00:00,153.81,74.96,339.39,156.47,52.935
2017-10-02 15:18:00+00:00,153.81,74.95,339.22,156.46,52.935
2017-10-02 15:19:00+00:00,153.81,74.95,339.37,156.52,52.955
2017-10-02 15:20:00+00:00,153.762,74.93,339.073,156.52,52.965
2017-10-02 15:21:00+00:00,153.75,74.891,339.252,156.52,52.955
2017-10-02 15:22:00+00:00,153.72,74.91,339.34,156.49,52.955
2017-10-02 15:23:00+00:00,153.63,74.87,339.1,156.47,52.945
2017-10-02 15:24:00+00:00,153.635,74.83,339.357,156.497,52.945
2017-10-02 15:25:00+00:00,153.714,74.86,339.248,156.64,52.946
2017-10-02 15:26:00+00:00,153.66,74.82,339.125,156.63,52.945
2017-10-02 15:27:00+00:00,153.7,74.81,339.3,156.64,52.945
2017-10-02 15:28:00+00:00,153.71,74.82,339.739,156.76,52.94
2017-10-02 15:29:00+00:00,153.68,74.817,340.04,156.76,52.935
2017-10-02 15:30:00+00:00,153.78,74.82,339.623,156.88,52.955
2017-10-02 15:31:00+00:00,153.745,74.76,339.8,156.75,52.958
2017-10-02 15:32:00+00:00,153.76,74.76,339.83,156.78,52.985
2017-10-02 15:33:00+00:00,153.76,74.8,339.344,156.76,53.005
2017-10-02 15:34:00+00:00,153.742,74.8,339.636,156.83,52.995
2017-10-02 15:35:00+00:00,153.77,74.78,339.1,156.87,53.035
2017-10-02 15:36:00+00:00,153.72,74.735,339.215,156.825,53.045
2017-10-02 15:37:00+00:00,153.735,74.72,338.82,156.84,53.04
2017-10-02 15:38:00+00:00,153.73,74.73,338.94,156.82,53.055
2017-10-02 15:39:00+00:00,153.7,74.735,339.2,156.732,53.055
2017-10-02 15:40:00+00:00,153.74,74.75,339.32,156.72,53.055
2017-10-02 15:41:00+00:00,153.76,74.725,339.6,156.75,53.045
2017-10-02 15:42:00+00:00,153.67,74.71,338.93,156.825,53.099
2017-10-02 15:43:00+00:00,153.62,74.735,339.21,156.82,53.094
2017-10-02 15:44:00+00:00,153.575,74.71,338.893,156.894,53.094
2017-10-02 15:45:00+00:00,153.341,74.65,338.37,156.8,53.154
2017-10-02 15:46:00+00:00,153.33,74.625,338.16,156.78,53.134
2017-10-02 15:47:00+00:00,153.28,74.58,337.919,156.66,53.144
2017-10-02 15:48:00+00:00,153.26,74.55,338.6,156.61,53.154
2017-10-02 15:49:00+00:00,153.3,74.565,338.33,156.63,53.139
2017-10-02 15:50:00+00:00,153.298,74.545,337.96,156.61,53.139
2017-10-02 15:51:00+00:00,153.22,74.555,337.85,156.64,53.154
2017-10-02 15:52:00+00:00,153.26,74.57,338.03,156.75,53.184
2017-10-02 15:53:00+00:00,153.27,74.575,338.421,156.76,53.194
2017-10-02 15:54:00+00:00,153.35,74.6,338.338,156.78,53.204
2017-10-02 15:55:00+00:00,153.38,74.6,338.615,156.75,53.199
2017-10-02 15:56:00+00:00,153.24,74.531,338.25,156.69,53.199
2017-10-02 15:57:00+00:00,153.17,74.53,337.91,156.73,53.234
2017-10-02 15:58:00+00:00,153.165,74.51,338.05,156.71,53.219
2017-10-02 15:59:00+00:00,153.035,74.445,337.09,156.68,53.214
2017-10-02 16:00:00+00:00,153.03,74.435,336.7,156.67,53.214
2017-10-02 16:01:00+00:00,152.89,74.35,336.95,156.64,53.204
2017-10-02 16:02:00+00:00,152.817,74.345,336.93,156.71,53.234
2017-10-02 16:03:00+00:00,152.85,74.37,337.206,156.67,53.224
2017-10-02 16:04:00+00:00,152.79,74.335,337.3,156.71,53.224
2017-10-02 16:05:00+00:00,152.833,74.36,337.81,156.74,53.234
2017-10-02 16:06:00+00:00,152.9,74.407,337.505,156.739,53.224
2017-10-02 16:07:00+00:00,152.852,74.41,337.354,156.65,53.214
2017-10-02 16:08:00+00:00,152.901,74.45,337.747,156.65,53.219
2017-10-02 16:09:00+00:00,152.89,74.435,337.4,156.73,53.219
2017-10-02 16:10:00+00:00,152.97,74.49,337.535,156.76,53.244
2017-10-02 16:11:00+00:00,152.9,74.475,337.46,156.74,53.204
2017-10-02 16:12:00+00:00,152.91,74.465,337.005,156.74,53.214
2017-10-02 16:13:00+00:00,152.91,74.45,337.45,156.68,53.194
2017-10-02 16:14:00+00:00,152.93,74.47,337.737,156.66,53.224
2017-10-02 16:15:00+00:00,152.82,74.449,337.213,156.62,53.214
2017-10-02 16:16:00+00:00,152.825,74.456,337.459,156.61,53.244
2017-10-02 16:17:00+00:00,152.82,74.45,337.36,156.65,53.234
2017-10-02 16:18:00+00:00,152.75,74.46,337.47,156.65,53.244
2017-10-02 16:19:00+00:00,152.73,74.47,337.629,156.62,53.234
2017-10-02 16:20:00+00:00,152.815,74.51,337.77,156.69,53.244
2017-10-02 16:21:00+00:00,152.92,74.53,337.862,156.65,53.234
2017-10-02 16:22:00+00:00,152.945,74.56,337.84,156.65,53.244
2017-10-02 16:23:00+00:00,152.96,74.55,337.587,156.63,53.259
2017-10-02 16:24:00+00:00,153.02,74.57,337.8,156.65,53.254
2017-10-02 16:25:00+00:00,153.01,74.57,337.38,156.64,53.224
2017-10-02 16:26:00+00:00,153.02,74.57,337.739,156.67,53.219
2017-10-02 16:27:00+00:00,153.06,74.565,337.91,156.66,53.214
2017-10-02 16:28:00+00:00,153.09,74.56,338.04,156.72,53.214
2017-10-02 16:29:00+00:00,153.05,74.54,338.175,156.71,53.214
2017-10-02 16:30:00+00:00,152.99,74.49,337.948,156.71,53.204
2017-10-02 16:31:00+00:00,153.033,74.48,337.82,156.753,53.234
2017-10-02 16:32:00+00:00,153.04,74.49,338.05,156.73,53.249
2017-10-02 16:33:00+00:00,153.06,74.5,337.77,156.713,53.239
2017-10-02 16:34:00+00:00,153.01,74.475,337.99,156.75,53.264
2017-10-02 16:35:00+00:00,152.985,74.455,337.67,156.77,53.244
2017-10-02 16:36:00+00:00,152.96,74.47,337.53,156.77,53.234
2017-10-02 16:37:00+00:00,152.98,74.47,337.445,156.81,53.224
2017-10-02 16:38:00+00:00,153.025,74.47,337.35,156.8,53.244
2017-10-02 16:39:00+00:00,153.04,74.48,337.515,156.77,53.214
2017-10-02 16:40:00+00:00,152.96,74.475,337.559,156.77,53.224
2017-10-02 16:41:00+00:00,152.99,74.51,337.488,156.79,53.234
2017-10-02 16:42:00+00:00,152.96,74.51,337.72,156.79,53.234
2017-10-02 16:43:00+00:00,152.94,74.53,337.754,156.78,53.234
2017-10-02 16:44:00+00:00,153.04,74.55,337.94,156.78,53.234
2017-10-02 16:45:00+00:00,153.05,74.57,337.88,156.82,53.224
2017-10-02 16:46:00+00:00,153.03,74.565,337.71,156.86,53.244
2017-10-02 16:47:00+00:00,153.025,74.55,338.11,156.85,53.254
2017-10-02 16:48:00+00:00,153.031,74.56,338.165,156.84,53.254
2017-10-02 16:49:00+00:00,153.05,74.549,338.15,156.84,53.244
2017-10-02 16:50:00+00:00,153.02,74.555,338.188,156.842,53.264
2017-10-02 16:51:00+00:00,153.07,74.55,338.5,156.82,53.229
2017-10-02 16:52:00+00:00,153.054,74.53,338.28,156.84,53.234
2017-10-02 16:53:00+00:00,153.07,74.528,338.281,156.83,53.239
2017-10-02 16:54:00+00:00,153.05,74.54,338.14,156.86,53.234
2017-10-02 16:55:00+00:00,153.0,74.54,338.01,156.93,53.244
2017-10-02 16:56:00+00:00,153.05,74.58,337.85,156.929,53.229
2017-10-02 16:57:00+00:00,153.05,74.585,337.955,156.93,53.219
2017-10-02 16:58:00+00:00,153.06,74.59,337.975,156.94,53.219
2017-10-02 16:59:00+00:00,153.06,74.575,338.06,156.95,53.249
2017-10-02 17:00:00+00:00,153.11,74.595,338.039,156.97,53.244
2017-10-02 17:01:00+00:00,153.0,74.52,337.6,156.981,53.244
2017-10-02 17:02:00+00:00,153.04,74.535,337.57,157.05,53.274
2017-10-02 17:03:00+00:00,153.06,74.55,337.74,157.04,53.284
2017-10-02 17:04:00+00:00,153.06,74.545,338.077,157.0,53.27
2017-10-02 17:05:00+00:00,153.106,74.55,338.11,156.97,53.294
2017-10-02 17:06:00+00:00,153.15,74.54,338.335,156.98,53.294
2017-10-02 17:07:00+00:00,153.19,74.56,338.32,157.0,53.284
2017-10-02 17:08:00+00:00,153.19,74.56,338.13,156.98,53.279
2017-10-02 17:09:00+00:00,153.173,74.55,338.127,157.0,53.274
2017-10-02 17:10:00+00:00,153.19,74.56,338.15,157.0,53.284
2017-10-02 17:11:00+00:00,153.157,74.52,338.09,156.99,53.289
2017-10-02 17:12:00+00:00,153.18,74.545,338.252,157.034,53.284
2017-10-02 17:13:00+00:00,153.21,74.55,338.12,157.05,53.284
2017-10-02 17:14:00+00:00,153.23,74.56,338.25,157.06,53.289
2017-10-02 17:15:00+00:00,153.27,74.545,338.181,157.05,53.289
2017-10-02 17:16:00+00:00,153.25,74.545,337.908,157.06,53.294
2017-10-02 17:17:00+00:00,153.26,74.545,338.1,157.05,53.294
2017-10-02 17:18:00+00:00,153.26,74.55,338.096,157.09,53.294
2017-10-02 17:19:00+00:00,153.285,74.6,338.3,157.07,53.284
2017-10-02 17:20:00+00:00,153.34,74.61,338.6,157.09,53.313
2017-10-02 17:21:00+00:00,153.36,74.625,338.472,157.062,53.303
2017-10-02 17:22:00+00:00,153.316,74.6,338.39,157.06,53.303
2017-10-02 17:23:00+00:00,153.26,74.57,338.23,157.04,53.294
2017-10-02 17:24:00+00:00,153.27,74.57,338.32,157.01,53.294
2017-10-02 17:25:00+00:00,153.25,74.57,338.31,157.0,53.284
2017-10-02 17:26:00+00:00,153.24,74.55,338.341,157.02,53.294
2017-10-02 17:27:00+00:00,153.31,74.56,338.395,157.035,53.303
2017-10-02 17:28:00+00:00,153.337,74.545,338.56,156.99,53.313
2017-10-02 17:29:00+00:00,153.335,74.54,338.41,157.0,53.323
2017-10-02 17:30:00+00:00,153.395,74.56,338.4,156.99,53.323
2017-10-02 17:31:00+00:00,153.39,74.55,338.468,157.08,53.323
2017-10-02 17:32:00+00:00,153.39,74.57,338.606,157.08,53.313
2017-10-02 17:33:00+00:00,153.354,74.55,338.58,157.12,53.323
2017-10-02 17:34:00+00:00,153.35,74.531,338.5,157.09,53.323
2017-10-02 17:35:00+00:00,153.37,74.523,338.44,157.09,53.308
2017-10-02 17:36:00+00:00,153.36,74.565,338.32,157.1,53.313
2017-10-02 17:37:00+00:00,153.431,74.58,338.51,157.09,53.305
2017-10-02 17:38:00+00:00,153.4,74.57,338.523,157.1,53.303
2017-10-02 17:39:00+00:00,153.44,74.6,338.55,157.11,53.313
2017-10-02 17:40:00+00:00,153.43,74.6,338.43,157.08,53.313
2017-10-02 17:41:00+00:00,153.44,74.6,338.223,157.06,53.313
2017-10-02 17:42:00+00:00,153.411,74.57,337.94,157.07,53.353
2017-10-02 17:43:00+00:00,153.415,74.576,337.845,157.05,53.343
2017-10-02 17:44:00+00:00,153.4,74.58,337.95,157.01,53.348
2017-10-02 17:45:00+00:00,153.43,74.57,338.05,157.034,53.343
2017-10-02 17:46:00+00:00,153.53,74.58,338.33,157.04,53.353
2017-10-02 17:47:00+00:00,153.55,74.61,338.293,157.07,53.338
2017-10-02 17:48:00+00:00,153.56,74.61,338.15,157.08,53.336
2017-10-02 17:49:00+00:00,153.51,74.62,338.199,157.13,53.338
2017-10-02 17:50:00+00:00,153.494,74.61,338.19,157.1,53.338
2017-10-02 17:51:00+00:00,153.53,74.64,338.09,157.1,53.313
2017-10-02 17:52:00+00:00,153.57,74.65,338.12,157.18,53.323
2017-10-02 17:53:00+00:00,153.59,74.63,337.78,157.15,53.333
2017-10-02 17:54:00+00:00,153.56,74.64,337.73,157.12,53.333
2017-10-02 17:55:00+00:00,153.56,74.649,337.815,157.11,53.333
2017-10-02 17:56:00+00:00,153.68,74.65,337.87,157.1,53.294
2017-10-02 17:57:00+00:00,153.64,74.645,338.15,157.11,53.298
2017-10-02 17:58:00+00:00,153.65,74.639,338.101,157.11,53.303
2017-10-02 17:59:00+00:00,153.68,74.645,338.02,157.119,53.333
2017-10-02 18:00:00+00:00,153.721,74.625,338.12,157.085,53.343
2017-10-02 18:01:00+00:00,153.69,74.63,338.115,157.107,53.313
2017-10-02 18:02:00+00:00,153.6,74.6,338.069,157.06,53.294
2017-10-02 18:03:00+00:00,153.66,74.59,338.048,157.03,53.294
2017-10-02 18:04:00+00:00,153.669,74.59,337.88,157.02,53.284
2017-10-02 18:05:00+00:00,153.78,74.61,338.019,156.94,53.279
2017-10-02 18:06:00+00:00,153.76,74.61,337.902,156.92,53.289
2017-10-02 18:07:00+00:00,153.729,74.615,338.021,156.93,53.308
2017-10-02 18:08:00+00:00,153.76,74.61,338.165,157.0,53.313
2017-10-02 18:09:00+00:00,153.734,74.65,338.16,156.96,53.303
2017-10-02 18:10:00+00:00,153.78,74.65,338.14,157.02,53.333
2017-10-02 18:11:00+00:00,153.8,74.68,338.06,157.01,53.308
2017-10-02 18:12:00+00:00,153.82,74.68,338.06,157.03,53.323
2017-10-02 18:13:00+00:00,153.84,74.69,338.192,156.96,53.303
2017-10-02 18:14:00+00:00,153.86,74.69,338.3,156.945,53.303
2017-10-02 18:15:00+00:00,153.88,74.704,338.4,156.91,53.313
2017-10-02 18:16:00+00:00,153.86,74.675,338.28,156.9,53.323
2017-10-02 18:17:00+00:00,153.81,74.675,338.04,156.81,53.303
2017-10-02 18:18:00+00:00,153.73,74.665,337.9,156.88,53.313
2017-10-02 18:19:00+00:00,153.77,74.67,338.15,156.84,53.313
2017-10-02 18:20:00+00:00,153.75,74.65,338.12,156.85,53.323
2017-10-02 18:21:00+00:00,153.725,74.635,338.24,156.9,53.323
2017-10-02 18:22:00+00:00,153.72,74.63,338.285,156.9,53.318
2017-10-02 18:23:00+00:00,153.7,74.64,338.304,156.97,53.313
2017-10-02 18:24:00+00:00,153.73,74.64,338.35,156.99,53.313
2017-10-02 18:25:00+00:00,153.7,74.63,338.3,156.97,53.338
2017-10-02 18:26:00+00:00,153.705,74.67,338.32,156.99,53.323
2017-10-02 18:27:00+00:00,153.71,74.679,338.47,157.01,53.343
2017-10-02 18:28:00+00:00,153.74,74.7,338.845,157.03,53.333
2017-10-02 18:29:00+00:00,153.81,74.72,339.25,157.02,53.323
2017-10-02 18:30:00+00:00,153.88,74.75,339.49,157.04,53.363
2017-10-02 18:31:00+00:00,154.0,74.78,340.05,157.02,53.323
2017-10-02 18:32:00+00:00,153.92,74.775,340.559,157.05,53.333
2017-10-02 18:33:00+00:00,153.885,74.78,340.36,157.02,53.343
2017-10-02 18:34:00+00:00,153.87,74.8,340.29,157.05,53.333
2017-10-02 18:35:00+00:00,153.92,74.795,339.816,157.04,53.383
2017-10-02 18:36:00+00:00,153.905,74.76,339.63,156.96,53.363
2017-10-02 18:37:00+00:00,153.86,74.76,339.923,156.91,53.363
2017-10-02 18:38:00+00:00,153.82,74.75,340.22,156.93,53.413
2017-10-02 18:39:00+00:00,153.84,74.759,340.136,156.95,53.393
2017-10-02 18:40:00+00:00,153.859,74.77,340.61,156.91,53.393
2017-10-02 18:41:00+00:00,153.885,74.76,341.0,156.92,53.413
2017-10-02 18:42:00+00:00,153.88,74.755,340.68,156.92,53.403
2017-10-02 18:43:00+00:00,153.815,74.75,340.54,156.95,53.398
2017-10-02 18:44:00+00:00,153.82,74.78,340.77,156.98,53.403
2017-10-02 18:45:00+00:00,153.78,74.79,340.611,156.98,53.403
2017-10-02 18:46:00+00:00,153.724,74.801,340.536,157.01,53.383
2017-10-02 18:47:00+00:00,153.65,74.77,340.89,157.04,53.363
2017-10-02 18:48:00+00:00,153.6,74.7,340.591,157.04,53.363
2017-10-02 18:49:00+00:00,153.58,74.7,340.73,157.01,53.363
2017-10-02 18:50:00+00:00,153.625,74.71,340.82,157.01,53.363
2017-10-02 18:51:00+00:00,153.69,74.72,341.15,156.98,53.368
2017-10-02 18:52:00+00:00,153.668,74.706,341.61,157.029,53.378
2017-10-02 18:53:00+00:00,153.708,74.7,341.559,157.03,53.373
2017-10-02 18:54:00+00:00,153.72,74.7,342.0,157.02,53.368
2017-10-02 18:55:00+00:00,153.675,74.705,341.889,157.01,53.353
2017-10-02 18:56:00+00:00,153.675,74.7,341.757,157.03,53.363
2017-10-02 18:57:00+00:00,153.684,74.73,341.997,157.05,53.363
2017-10-02 18:58:00+00:00,153.66,74.725,342.09,157.07,53.353
2017-10-02 18:59:00+00:00,153.67,74.74,342.6,157.06,53.363
2017-10-02 19:00:00+00:00,153.665,74.75,342.635,157.06,53.358
2017-10-02 19:01:00+00:00,153.775,74.74,343.529,157.01,53.333
2017-10-02 19:02:00+00:00,153.75,74.71,343.01,157.01,53.313
2017-10-02 19:03:00+00:00,153.675,74.655,342.908,156.98,53.313
2017-10-02 19:04:00+00:00,153.697,74.665,343.197,156.97,53.303
2017-10-02 19:05:00+00:00,153.67,74.667,343.01,156.97,53.313
2017-10-02 19:06:00+00:00,153.695,74.65,342.82,156.99,53.303
2017-10-02 19:07:00+00:00,153.622,74.64,342.375,156.99,53.313
2017-10-02 19:08:00+00:00,153.66,74.645,342.92,157.02,53.303
2017-10-02 19:09:00+00:00,153.67,74.66,343.5,157.05,53.313
2017-10-02 19:10:00+00:00,153.76,74.65,343.225,157.09,53.323
2017-10-02 19:11:00+00:00,153.74,74.65,343.34,157.04,53.318
2017-10-02 19:12:00+00:00,153.66,74.63,342.955,157.01,53.333
2017-10-02 19:13:00+00:00,153.705,74.65,342.91,157.0,53.321
2017-10-02 19:14:00+00:00,153.67,74.635,342.7,157.02,53.323
2017-10-02 19:15:00+00:00,153.656,74.615,342.43,157.01,53.303
2017-10-02 19:16:00+00:00,153.65,74.59,342.605,157.01,53.284
2017-10-02 19:17:00+00:00,153.56,74.586,342.413,157.02,53.294
2017-10-02 19:18:00+00:00,153.625,74.6,342.39,157.02,53.303
2017-10-02 19:19:00+00:00,153.564,74.6,342.35,157.02,53.294
2017-10-02 19:20:00+00:00,153.64,74.605,341.85,157.05,53.328
2017-10-02 19:21:00+00:00,153.619,74.61,341.96,157.06,53.333
2017-10-02 19:22:00+00:00,153.7,74.65,341.8,157.12,53.333
2017-10-02 19:23:00+00:00,153.675,74.66,342.0,157.13,53.323
2017-10-02 19:24:00+00:00,153.655,74.68,341.491,157.14,53.323
2017-10-02 19:25:00+00:00,153.605,74.67,341.82,157.14,53.328
2017-10-02 19:26:00+00:00,153.62,74.66,341.92,157.13,53.318
2017-10-02 19:27:00+00:00,153.675,74.675,342.053,157.14,53.313
2017-10-02 19:28:00+00:00,153.68,74.68,342.04,157.116,53.318
2017-10-02 19:29:00+00:00,153.66,74.7,341.86,157.12,53.298
2017-10-02 19:30:00+00:00,153.61,74.67,341.91,157.09,53.323
2017-10-02 19:31:00+00:00,153.646,74.685,342.13,157.09,53.313
2017-10-02 19:32:00+00:00,153.65,74.675,342.05,157.08,53.323
2017-10-02 19:33:00+00:00,153.64,74.66,342.11,157.02,53.328
2017-10-02 19:34:00+00:00,153.615,74.645,342.388,157.02,53.328
2017-10-02 19:35:00+00:00,153.615,74.63,342.223,157.05,53.333
2017-10-02 19:36:00+00:00,153.655,74.64,342.585,157.06,53.343
2017-10-02 19:37:00+00:00,153.69,74.64,342.408,157.07,53.358
2017-10-02 19:38:00+00:00,153.7,74.656,342.55,157.09,53.358
2017-10-02 19:39:00+00:00,153.69,74.635,342.243,157.09,53.333
2017-10-02 19:40:00+00:00,153.731,74.655,342.44,157.1,53.338
2017-10-02 19:41:00+00:00,153.74,74.65,342.49,157.1,53.337
2017-10-02 19:42:00+00:00,153.75,74.655,342.755,157.083,53.338
2017-10-02 19:43:00+00:00,153.705,74.595,342.98,157.07,53.333
2017-10-02 19:44:00+00:00,153.66,74.58,342.67,156.99,53.323
2017-10-02 19:45:00+00:00,153.735,74.585,342.92,157.0,53.338
2017-10-02 19:46:00+00:00,153.69,74.561,342.71,157.04,53.284
2017-10-02 19:47:00+00:00,153.71,74.57,342.645,157.05,53.318
