dt,AAPL,MSFT,TSLA,MCD,BK
2017-10-02 15:42:00+00:00,25641.0,9928.0,16311.0,2283.0,2520.0
2017-10-02 15:43:00+00:00,27590.0,32636.0,7235.0,3000.0,1856.0
2017-10-02 15:44:00+00:00,33143.0,14564.0,5560.0,2250.0,200.0
2017-10-02 15:45:00+00:00,132144.0,82023.0,12943.0,4098.0,9600.0
2017-10-02 15:46:00+00:00,73821.0,45128.0,17972.0,1373.0,1700.0
2017-10-02 15:47:00+00:00,66846.0,32199.0,14763.0,800.0,5813.0
2017-10-02 15:48:00+00:00,31908.0,29526.0,26500.0,1505.0,4264.0
2017-10-02 15:49:00+00:00,53853.0,29797.0,6260.0,900.0,2480.0
2017-10-02 15:50:00+00:00,56630.0,36433.0,6763.0,2800.0,300.0
2017-10-02 15:51:00+00:00,23028.0,18865.0,3600.0,998.0,2335.0
2017-10-02 15:52:00+00:00,30173.0,17222.0,3082.0,1700.0,5600.0
2017-10-02 15:53:00+00:00,30507.0,15088.0,2850.0,3233.0,1300.0
2017-10-02 15:54:00+00:00,44143.0,20944.0,7848.0,7656.0,4355.0
2017-10-02 15:55:00+00:00,44379.0,19856.0,5138.0,3395.0,2100.0
2017-10-02 15:56:00+00:00,53290.0,31132.0,2450.0,2100.0,1400.0
2017-10-02 15:57:00+00:00,58184.0,28676.0,11040.0,2202.0,3600.0
2017-10-02 15:58:00+00:00,35537.0,13072.0,3150.0,2173.0,3471.0
2017-10-02 15:59:00+00:00,81376.0,99350.0,16550.0,2200.0,1406.0
2017-10-02 16:00:00+00:00,121667.0,36726.0,21241.0,1600.0,4800.0
2017-10-02 16:01:00+00:00,100134.0,77482.0,34822.0,2073.0,1800.0
2017-10-02 16:02:00+00:00,103947.0,44148.0,9861.0,3000.0,4010.0
2017-10-02 16:03:00+00:00,106959.0,13475.0,20175.0,1292.0,4671.0
2017-10-02 16:04:00+00:00,68496.0,31932.0,7919.0,500.0,3893.0
2017-10-02 16:05:00+00:00,71266.0,7078.0,6154.0,2100.0,3408.0
2017-10-02 16:06:00+00:00,67388.0,17866.0,6069.0,2504.0,2803.0
2017-10-02 16:07:00+00:00,38600.0,12937.0,6604.0,2800.0,1029.0
2017-10-02 16:08:00+00:00,31909.0,15695.0,9038.0,0.0,5827.0
2017-10-02 16:09:00+00:00,22756.0,21213.0,9150.0,2000.0,3653.0
2017-10-02 16:10:00+00:00,32814.0,23935.0,3295.0,3200.0,1922.0
2017-10-02 16:11:00+00:00,61555.0,10925.0,4854.0,3845.0,5100.0
2017-10-02 16:12:00+00:00,25699.0,14019.0,6161.0,2300.0,3236.0
2017-10-02 16:13:00+00:00,27887.0,21929.0,4920.0,1408.0,2454.0
2017-10-02 16:14:00+00:00,21511.0,9965.0,4450.0,1000.0,400.0
2017-10-02 16:15:00+00:00,64334.0,34436.0,2400.0,1720.0,200.0
2017-10-02 16:16:00+00:00,54382.0,19853.0,1550.0,1562.0,1100.0
2017-10-02 16:17:00+00:00,30123.0,21117.0,8300.0,300.0,1800.0
2017-10-02 16:18:00+00:00,55777.0,10792.0,200.0,2115.0,3132.0
2017-10-02 16:19:00+00:00,28595.0,16003.0,3100.0,1477.0,500.0
2017-10-02 16:20:00+00:00,46358.0,30051.0,5900.0,1500.0,3350.0
2017-10-02 16:21:00+00:00,70203.0,24520.0,6400.0,1700.0,1500.0
2017-10-02 16:22:00+00:00,39508.0,26955.0,7768.0,1826.0,5055.0
2017-10-02 16:23:00+00:00,78872.0,13665.0,10079.0,2100.0,6565.0
2017-10-02 16:24:00+00:00,49892.0,25948.0,6112.0,1000.0,2600.0
2017-10-02 16:25:00+00:00,33853.0,35039.0,3483.0,2250.0,2200.0
2017-10-02 16:26:00+00:00,48479.0,13390.0,1969.0,1400.0,300.0
2017-10-02 16:27:00+00:00,61422.0,12283.0,1011.0,1982.0,1600.0
2017-10-02 16:28:00+00:00,25244.0,45123.0,1210.0,6163.0,2000.0
2017-10-02 16:29:00+00:00,21129.0,12832.0,4995.0,800.0,700.0
2017-10-02 16:30:00+00:00,28028.0,17594.0,3553.0,1100.0,3296.0
2017-10-02 16:31:00+00:00,13237.0,8859.0,5395.0,1737.0,5627.0
2017-10-02 16:32:00+00:00,17762.0,17279.0,901.0,236.0,700.0
2017-10-02 16:33:00+00:00,16420.0,6842.0,1990.0,1188.0,1800.0
2017-10-02 16:34:00+00:00,24129.0,15838.0,4455.0,1800.0,1140.0
2017-10-02 16:35:00+00:00,30253.0,15242.0,3871.0,1200.0,2661.0
2017-10-02 16:36:00+00:00,18878.0,5464.0,11198.0,1907.0,2217.0
2017-10-02 16:37:00+00:00,15835.0,9799.0,1094.0,1877.0,4190.0
2017-10-02 16:38:00+00:00,14014.0,6734.0,697.0,1519.0,1183.0
2017-10-02 16:39:00+00:00,30909.0,24843.0,4228.0,4223.0,4813.0
2017-10-02 16:40:00+00:00,20948.0,11800.0,750.0,700.0,2500.0
2017-10-02 16:41:00+00:00,16160.0,30874.0,110.0,2563.0,1853.0
2017-10-02 16:42:00+00:00,18394.0,37621.0,1900.0,1150.0,1100.0
2017-10-02 16:43:00+00:00,23313.0,15433.0,1982.0,950.0,9797.0
2017-10-02 16:44:00+00:00,15992.0,11162.0,6551.0,700.0,4500.0
2017-10-02 16:45:00+00:00,28188.0,26533.0,3450.0,2475.0,4505.0
2017-10-02 16:46:00+00:00,14059.0,6157.0,4519.0,4350.0,1700.0
2017-10-02 16:47:00+00:00,16392.0,33424.0,15213.0,500.0,1600.0
2017-10-02 16:48:00+00:00,7442.0,5255.0,1693.0,2057.0,966.0
2017-10-02 16:49:00+00:00,27491.0,36443.0,1819.0,1000.0,5200.0
2017-10-02 16:50:00+00:00,10290.0,10206.0,300.0,300.0,5396.0
2017-10-02 16:51:00+00:00,8081.0,22489.0,3248.0,4092.0,3600.0
2017-10-02 16:52:00+00:00,12345.0,14150.0,10259.0,300.0,700.0
2017-10-02 16:53:00+00:00,19992.0,22612.0,684.0,1400.0,2000.0
2017-10-02 16:54:00+00:00,11831.0,11946.0,1500.0,1062.0,200.0
2017-10-02 16:55:00+00:00,27900.0,4374.0,3322.0,9500.0,4392.0
2017-10-02 16:56:00+00:00,14837.0,9918.0,5846.0,1420.0,1600.0
2017-10-02 16:57:00+00:00,12071.0,4145.0,5367.0,5240.0,5903.0
2017-10-02 16:58:00+00:00,14004.0,14270.0,2479.0,1900.0,1150.0
2017-10-02 16:59:00+00:00,14597.0,14362.0,1564.0,5100.0,2862.0
2017-10-02 17:00:00+00:00,56349.0,16536.0,2850.0,100.0,5107.0
2017-10-02 17:01:00+00:00,48410.0,57203.0,17922.0,3558.0,400.0
2017-10-02 17:02:00+00:00,18485.0,10114.0,5170.0,2452.0,2417.0
2017-10-02 17:03:00+00:00,8322.0,8535.0,3023.0,3917.0,1400.0
2017-10-02 17:04:00+00:00,16144.0,10133.0,2155.0,1700.0,2369.0
2017-10-02 17:05:00+00:00,113562.0,9708.0,2950.0,1400.0,2323.0
2017-10-02 17:06:00+00:00,31220.0,1630.0,4350.0,1700.0,3700.0
2017-10-02 17:07:00+00:00,30686.0,7779.0,10514.0,2900.0,3576.0
2017-10-02 17:08:00+00:00,54754.0,3431.0,2170.0,2169.0,1525.0
2017-10-02 17:09:00+00:00,20390.0,14312.0,3045.0,1689.0,5300.0
2017-10-02 17:10:00+00:00,26314.0,16892.0,500.0,1200.0,1600.0
